label,size,time,nb_rounds,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19,round20,round21,round22,round23,round24,round25,round26,round27,round28,round29,round30,round31,round32,round33,round34,round35,round36,round37,round38,round39,round40,round41,round42,round43,round44,round45,round46,round47,round48,round49,round50,round51,round52,round53,round54,round55,round56,round57,round58,round59,round60,round61,round62,round63,round64,round65,round66,round67,round68,round69,round70,round71,round72,round73,round74,round75,round76,round77,round78,round79,round80,round81,round82,round83,round84,round85,round86,round87,round88,round89,round90,round91,round92,round93,round94,round95,round96,round97,round98,round99,round100,round101,round102,round103,round104,round105,round106,round107,round108,round109,round110,round111,round112,round113,round114,round115,round116,round117,round118,round119,round120,round121,round122,round123,round124,round125,round126,round127,round128,round129,round130,round131,round132,round133,round134,round135,round136,round137,round138,round139,round140,round141,round142,round143,round144,round145,round146,round147,round148,round149,round150,round151,round152,round153,round154,round155,round156,round157,round158,round159,round160,round161,round162,round163,round164,round165,round166,round167,round168,round169,round170,round171,round172,round173,round174,round175,round176,round177,round178,round179,round180,round181,round182,round183,round184,round185,round186,round187,round188,round189,round190,round191,round192,round193,round194,round195,round196,round197,round198,round199,round200,round201,round202,round203,round204,round205,round206,round207,round208,round209,round210,round211,round212,round213,round214,round215,round216,round217,round218,round219,round220,round221,round222,round223,round224,round225,round226,round227,round228,round229,round230,round231,round232,round233,round234,round235,round236,round237,round238,round239,round240,round241,round242,round243,round244,round245,round246,round247,round248,round249,round250,round251,round252,round253,round254,round255
54,213,8.501168966293335,47,1,-1,1,-1,1,-1,1,-20,1,-1,1,-21,1,-8,1,-1,1,-9,1,-15,1,-5,1,-1,1,-22,2,-19,1,-3,1,-1,2,-1,1,-1,1,-5,2,-2,1,-16,1,-7,1,-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,289,13.415473937988281,64,1,-1,1,-1,1,-1,1,-6,1,-18,1,-3,1,-1,1,-20,2,-1,1,-22,2,-1,1,-20,1,-2,1,-21,1,-11,2,-1,1,-1,1,-1,1,-4,1,-21,1,-21,2,-13,1,-4,1,-1,1,-15,1,-1,1,-7,2,-2,1,-3,1,-19,1,-7,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,428,15.97026014328003,86,2,-1,1,-1,1,-1,1,-24,1,-13,1,-7,1,-15,1,-1,2,-1,1,-1,1,-25,2,-26,1,-9,3,-2,1,-4,1,-1,1,-23,1,-16,1,-4,1,-11,1,-1,1,-20,1,-1,1,-10,2,-1,1,-13,1,-1,1,-22,1,-9,1,-4,2,-2,1,-21,1,-16,1,-3,1,-21,1,-2,2,-1,1,-1,1,-1,1,-20,1,-4,1,-15,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,517,17.729396104812622,104,1,-1,1,-1,1,-1,1,-12,1,-12,1,-19,1,-8,1,-3,1,-1,1,-17,1,-1,1,-5,1,-1,1,-23,1,-4,1,-1,1,-14,1,-1,2,-1,1,-1,1,-23,1,-8,1,-1,1,-25,1,-9,2,-1,1,-22,1,-19,1,-1,1,-11,1,-1,1,-25,1,-4,1,-16,1,-1,1,-1,1,-25,1,-18,1,-6,1,-1,1,-20,1,-8,1,-17,1,-7,1,-1,1,-3,1,-23,1,-16,1,-3,1,-14,1,-4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,429,14.880253076553345,84,1,-1,1,-1,1,-1,1,-23,1,-15,1,-6,1,-10,1,-1,1,-25,1,-3,1,-14,1,-2,1,-1,1,-18,1,-1,1,-9,1,-12,1,-17,1,-1,1,-14,1,-12,1,-1,1,-1,1,-13,1,-2,1,-13,1,-10,1,-20,1,-8,1,-2,1,-3,1,-22,1,-17,1,-1,1,-19,1,-3,1,-1,1,-3,1,-1,1,-20,2,-23,1,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,256,10.357901096343994,57,1,-1,1,-1,1,-1,1,-23,1,-6,1,-1,1,-19,1,-4,1,-28,1,-3,1,-1,1,-1,1,-1,1,-22,1,-20,1,-1,2,-1,1,-23,1,-1,1,-18,1,-3,2,-1,1,-1,1,-2,1,-23,1,-14,1,-1,1,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,242,8.32876181602478,48,1,-1,1,-1,2,-2,1,-22,1,-19,1,-1,1,-5,2,-2,1,-18,1,-1,1,-14,1,-6,1,-9,1,-1,1,-25,1,-15,1,-16,1,-2,1,-14,1,-7,1,-20,1,-11,1,-2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,549,18.03125309944153,101,1,-1,1,-1,2,-2,1,-25,1,-10,1,-9,1,-3,2,-2,1,-23,1,-9,1,-12,2,-1,1,-24,1,-6,1,-3,1,-1,1,-22,1,-14,1,-7,1,-2,1,-1,1,-21,1,-11,1,-2,1,-1,1,-23,1,-20,1,-1,1,-16,2,-2,1,-24,1,-16,1,-24,1,-1,1,-1,1,-23,1,-8,1,-1,1,-9,1,-15,1,-19,1,-9,1,-1,1,-1,1,-20,1,-1,1,-23,1,-18,1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,425,16.88297700881958,87,1,-1,1,-1,1,-1,1,-24,1,-13,1,-1,1,-3,1,-19,1,-10,1,-1,1,-16,1,-6,1,-8,2,-2,1,-21,1,-3,1,-1,1,-1,1,-23,1,-18,1,-1,1,-3,2,-1,1,-2,1,-8,1,-1,1,-22,1,-1,1,-16,1,-8,2,-1,1,-20,1,-11,1,-11,1,-8,1,-1,1,-30,1,-9,1,-1,1,-20,1,-1,1,-3,1,-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,516,16.514885902404785,96,1,-1,1,-1,1,-1,1,-16,1,-6,1,-23,1,-6,1,-1,1,-6,1,-17,2,-1,1,-25,1,-4,1,-16,1,-4,1,-1,1,-6,1,-1,1,-20,1,-4,1,-22,1,-17,1,-3,1,-4,1,-1,1,-25,1,-9,1,-11,1,-24,1,-2,1,-1,1,-9,1,-13,1,-19,1,-1,1,-12,1,-8,2,-2,1,-22,1,-12,1,-14,1,-16,1,-1,1,-15,1,-7,1,-21,1,-13,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,422,12.840851068496704,79,1,-1,1,-1,1,-1,1,-23,1,-1,1,-17,2,-1,1,-1,1,-2,1,-25,1,-3,1,-18,1,-4,1,-1,1,-22,1,-2,1,-21,1,-15,1,-1,1,-3,1,-20,1,-21,1,-16,1,-1,1,-18,2,-2,1,-13,1,-11,1,-21,1,-10,1,-5,1,-1,1,-23,1,-7,1,-1,1,-8,1,-12,1,-18,1,-7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,720,23.661752939224243,134,1,-1,1,-2,1,-1,1,-23,1,-21,1,-13,1,-1,1,-24,1,-3,1,-6,1,-1,1,-24,1,-16,1,-1,1,-3,1,-21,1,-18,1,-4,1,-1,1,-23,1,-17,1,-2,1,-8,1,-1,1,-22,1,-6,1,-4,2,-2,1,-25,1,-1,1,-1,1,-12,1,-10,1,-19,1,-11,1,-5,1,-1,1,-22,1,-9,2,-2,1,-6,1,-17,1,-19,1,-7,1,-10,1,-1,1,-27,1,-2,2,-1,2,-4,1,-18,1,-25,1,-13,1,-1,1,-1,2,-1,1,-1,1,-25,1,-3,1,-23,1,-4,1,-1,1,-16,1,-9,1,-17,1,-7,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,368,13.811697006225586,75,1,-1,1,-1,1,-1,1,-13,1,-1,1,-31,2,-16,1,-15,1,-1,1,-14,1,-6,1,-14,1,-1,1,-19,1,-4,1,-6,1,-1,1,-21,1,-8,2,-2,1,-3,1,-21,1,-8,1,-1,1,-5,1,-1,1,-6,1,-17,1,-9,1,-1,1,-18,1,-3,1,-23,1,-2,1,-1,1,-19,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,444,15.893739938735962,87,1,-1,1,-2,1,-1,1,-24,2,-7,1,-1,1,-19,1,-1,1,-16,1,-8,1,-19,1,-14,2,-1,1,-3,1,-1,1,-14,1,-1,1,-21,1,-8,1,-11,1,-8,1,-1,1,-22,1,-6,1,-1,1,-26,1,-9,1,-6,1,-21,2,-1,1,-10,1,-1,1,-6,1,-16,1,-17,1,-7,1,-4,1,-1,1,-22,1,-15,1,-6,1,-14,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,276,10.639729022979736,56,1,-1,1,-1,1,-1,1,-6,1,-15,1,-1,1,-9,2,-2,1,-28,1,-17,1,-18,1,-3,1,-1,1,-22,1,-8,1,-1,1,-6,1,-17,1,-18,2,-1,1,-6,1,-18,1,-17,1,-6,1,-5,1,-1,1,-15,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,497,17.90576481819153,103,1,-1,1,-1,1,-1,1,-23,1,-16,1,-1,1,-6,1,-9,1,-1,1,-7,1,-1,1,-22,1,-9,1,-14,1,-1,1,-1,1,-21,1,-3,1,-4,1,-1,1,-22,1,-6,1,-1,1,-12,1,-8,1,-1,1,-25,1,-4,1,-13,1,-16,1,-1,1,-14,1,-6,1,-1,1,-1,1,-28,1,-8,1,-4,1,-2,1,-1,1,-24,1,-7,1,-11,2,-1,1,-21,1,-13,1,-11,1,-16,1,-2,1,-1,1,-7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,358,13.649987936019897,76,1,-1,1,-1,1,-1,1,-10,1,-13,1,-25,1,-1,1,-7,1,-1,1,-21,1,-3,1,-1,1,-9,1,-3,1,-1,1,-23,1,-3,1,-1,1,-16,1,-5,1,-21,1,-11,1,-5,1,-1,1,-2,1,-1,1,-23,1,-14,1,-4,2,-2,1,-22,1,-14,1,-1,1,-3,1,-22,1,-18,1,-7,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,580,15.750350952148438,115,1,-1,1,-1,1,-1,1,-16,1,-1,1,-9,1,-15,1,-17,1,-8,1,-11,1,-3,1,-1,1,-26,1,-2,1,-11,1,-1,1,-24,1,-7,1,-13,1,-3,1,-1,1,-24,1,-5,1,-12,1,-13,2,-2,1,-13,1,-8,1,-24,1,-8,1,-2,1,-1,1,-5,1,-4,1,-2,1,-11,1,-4,1,-1,1,-16,1,-7,1,-20,1,-5,1,-1,1,-6,1,-15,1,-22,1,-4,1,-9,1,-1,1,-25,1,-6,1,-12,1,-14,1,-1,1,-19,1,-6,1,-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,373,12.846477031707764,71,1,-1,1,-2,1,-1,1,-10,1,-12,2,-1,1,-29,1,-11,1,-16,2,-1,1,-1,1,-1,1,-16,1,-7,1,-22,1,-10,2,-1,1,-2,1,-1,1,-9,1,-1,1,-23,1,-13,1,-9,1,-10,1,-1,1,-19,1,-5,1,-22,1,-14,1,-2,2,-1,1,-23,1,-13,1,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,273,9.242971897125244,58,1,-1,2,-1,2,-1,1,-1,1,-1,1,-18,1,-4,1,-19,1,-15,1,-6,1,-2,1,-1,1,-24,1,-8,1,-13,1,-16,3,-2,1,-13,1,-12,1,-10,1,-1,1,-19,1,-4,1,-23,1,-10,1,-1,1,-3,1,-9,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,472,17.934946060180664,101,1,-1,2,-1,1,-1,1,-1,1,-2,1,-7,1,-1,1,-22,1,-18,1,-3,1,-1,1,-1,1,-11,1,-1,1,-25,1,-2,1,-1,1,-11,1,-1,1,-22,1,-7,1,-17,1,-15,1,-2,1,-1,1,-4,1,-20,1,-18,1,-3,3,-2,1,-23,1,-18,1,-2,2,-1,2,-1,1,-1,1,-23,2,-1,1,-19,1,-4,1,-17,1,-1,1,-7,1,-1,1,-12,1,-1,1,-7,1,-16,1,-21,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,477,15.939324140548706,97,1,-1,1,-1,1,-1,1,-23,2,-1,1,-6,1,-16,1,-22,1,-4,1,-2,1,-1,1,-23,1,-13,1,-1,1,-3,1,-18,1,-1,1,-23,1,-2,1,-1,1,-24,1,-19,1,-3,1,-8,1,-1,1,-25,1,-3,1,-1,1,-3,1,-4,2,-1,1,-1,1,-2,1,-15,1,-1,1,-21,1,-4,1,-21,1,-11,1,-1,1,-7,1,-18,1,-17,1,-1,1,-9,1,-15,1,-17,1,-9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,387,15.18734097480774,75,1,-1,1,-1,1,-1,1,-22,1,-5,2,-1,1,-25,1,-20,1,-8,1,-1,1,-22,1,-9,1,-12,1,-15,1,-1,1,-15,1,-6,1,-20,1,-12,1,-1,1,-3,1,-20,1,-8,2,-2,1,-18,1,-6,1,-18,1,-2,1,-1,1,-10,1,-1,1,-3,1,-23,1,-17,1,-2,1,-6,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
